1;¿Cómo realizo la inscripciòn a un programa de pregrado?;"La inscripción se realiza virtual  a través del siguiente  enlace https://sicau.pascualbravo.edu.co/SICAU/Aspirante/Aspirante/InicioDeInscripcion  o a través de nuestra pagina web institucional  www.pascualbravo.edu.co   luego en el apartado   ESTUDIA CON NOSOTROS  - en la opción  INSCRIPCIONES en el cual encontrara el proceso de inscripcón despues  ingresar a la opción que le indica ENTRAR  este lo llevara al formulario que debe diligenciar,  las Inscripciones  2025 – 2  son a partir del 1 de marzo  hasta el 15 junio  de 2025%p% en el Calendario Academico puede observar las correspondientes fechas inscripción, publicación del listado de  admitidos dependiendo del semestre, el cual lo puede observar en  www.pascualbravo.edu.co -  ACADEMICO - CALENDARIO ACADEMICO.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  * Antes de iniciar su proceso de inscripción debes de  conocer los diferentes tipos de aspirantes asi mismo los requisitos, para que identifiques que tipo de inscripción debes de realizar, la informaciòn la  puede observar en la pagina Institucional www.pascualbravo.edu.co apartado ASPIRANTES  y en la parte inferior de la pagina lo  puede identificar.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    * Una vez diligencie el formulario de inscripción y anexe en el mismo los documentos requeridos en los formatos indicados se genera una liquidación de $ 91.700 que se puede pagar a  través de todas las sucursales de Bancolombia con el número de convenio 64669, los estudiantes podrán realizar el pago de manera fácil y rápida en cualquiera de las siguientes opciones:
Caja en sucursales Bancolombia - Cajeros automáticos - Bancolombia a la mano (aplicación móvil)%p% debe imprimir la  liquidación  con código de barras en impresora a laser.
Para realizar el pago en línea, debe consultar la liquidación a través de SICAU - OTROS - PAGO DE INSCRIPCIONES  o en el siguiente enlace  https://sicau.pascualbravo.edu.co/SICAU/Aspirante/Aspirante/LiquidacionesDeInscripcion 
                                                                                                                                                                                                                                                                                                                                                                                                                                  Nota Importante: 
De acuerdo a los documentos exigidos por la Institución, si no sube la documentación completa y la foto exacta al formulario, su inscripción no podrá entrar al proceso de selección y admisión. (tener en cuenta que el formulario se debe diligenciar completo), Todo se hace por medio de la página Institucional, los documentos deben de estar escaneados en PDF y la foto en JPG de a uno. Guardado con el número de la cédula sin puntos, ni guiones o espacios.
Res. 471 del 23 de julio 2015 cap. 2, art 3.  El pago por inscripción NO será reembolsable.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ";Ø
2;¿Cuáles son los Tipos de aspirantes para realizar mi inscripciòn ?;"Los requisitos para la inscripciòn varian  segùn el tipo de aspirante asi como sus requisitos, la informaciòn la  puede observar en la pagina Institucional  www.pascualbravo.edu.co  luego la opciòn aspirantes,  o en el siguiente enlace   https://pascualbravo.edu.co/aspirantes/                                                                                                                                                                                                                                                                                                                                  TIPOS DE ASPIRANTES                                                                                                                                                                                                                                                                                                                                                                      ?Estudios por primera vez ( Nuevos )                                                                                                                                                                                                                                                                                                                                                                                                                                                     ?Reingreso
?Transferecia Interna
?Transferencia Externa                                                                                                     
? Egresado no graduado                                                                                                                                                                                                                                                                                                                                                                                 ?Segundo Programa:                                                                                                                                                                                                                                                                                                                                                                                      ?Estudiante  en Situaciòn Especial                                                                                                                                
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ";Ø
3;¿Cuales son los aspirantes que deben inscribirse como Estudios por Primera Vez o Nuevos ?;Esta información la puedes ver en nuestra página web www.pascualbravo.edu.co  -  Aspirante -  en la parte inferior de la página.                                                                                                                                                                                                                                                                                                          El aspirante de estudios por primera vez es:                                                                                                                                                                                                                                                                                         ? Es aquel estudiante nuevo  que ingresa por primera vez a la Institución.;Ø
4;¿Cuales son los requisitos para  los aspirantes de Estudios por Primera Vez (Nuevos)?;Esta información la puedes ver en nuestra página web www.pascualbravo.edu.co  -  Aspirante -  Estudios por Primera Vez , en la parte inferior de la página.                                                                                                    Los requisitos son:                                                                                                                                                                                                                                                                                                                                                                                                        ? Acreditar condición de bachiller, diploma o acta de grado (si es extranjero debe estar apostillado).                                                                                                                                                                                                                            ? Adjuntar constancia de resultados de las pruebas de Estado (ICFES saber 11). (Ley 1324 del 13 de julio de 2009 artículo 7).                                                                                                                                                                                       ? Documento de identidad por ambos lados legibles, en una sola hoja (si es extranjero debe anexar visa o pasaporte).                                                                                                                                                                     ? Cuenta con servicios públicos por ambos lados legibles, por donde se visualice el estrato.                                                                                                                                                                                                                                                                 ? Certificado del SISBEN (Obligatorio para que la inscripción sea válida).                                                                                                                                                                                                                                                                                                                                                           ? Anexar en Formato JPG:- Foto reciente a color 3x4, fondo blanco tipo documento, Resolución mínima de 200 dpi%p% el archivo debe estar guardado con el número de cédula sin puntos, ni guiones o espacios, por ejemplo:  1002685562 jpg.;Ø
5;¿Cuales son los aspirantes  que deben inscribirse como Reingreso?;Esta información la puedes ver en nuestra página web www.pascualbravo.edu.co  -  Aspirante -  Reingreso en la parte inferior de la página.                                                                                                                                                                                                                                                                                                           El aspirante Reingreso es:                                                                                                                                                                                                                                                                                                                                                                              ? Es aquel que estuvo matriculado en algún programa de la institución y se retiró reglamentariamente.                                                                                                                                                                                                                   ? El que salió de la institución por bajo rendimiento académico y se incorpora nuevamente.                                                                                                                                                                                                                                        ? El que por alguna razón no renovó su matrícula por más de un periodo académico.                                                                              ;Ø
6;¿Cuales son los requisitos para aspirantes de Reingreso?;Esta información la puedes ver en nuestra página web www.pascualbravo.edu.co  -  Aspirante -  Reingreso en la parte inferior de la página.                                                                                                                                       Los requisitos son:                                                                                                                                                                                                                                                                                                                                                                                                                 ? Realizar una Carta, dirigida a la oficina de Admisiones y Registro, solicitando el ingreso a la Institución, la cual debe estar firmada y escaneada en el formulario.                                                                                           ? Documento de identidad de ambos lados en una sola hoja. (Extranjero anexa visa o pasaporte).                                                                                                                                                                                                                                                                                                                                 ? Última factura de los servicios públicos por ambos lados legibles, donde se visualice el estrato.                                                                                                                                                                                                                                                                                                           Nota: Debe tener en cuenta que para inscribirse como reingreso no deben haber pasado más de 3 años por fuera de la institución.  ;Ø
7;¿Cuales son los aspirantes que deben inscribirse como Transferencia Interna?;Esta información la puedes ver en nuestra página web www.pascualbravo.edu.co  -  Aspirante -  Transferencia Interna  en la parte inferior de la página.                                                                                                                                                                                                                                                                             El aspirante de transferencia Interna :                                                                                                                                                                                                                                                                                                                                                                                     ? Es aquel que, estando matriculado en la Institución, solicite cambios entre metodología (presencial, distancia o virtual) o entre programas.;Ø
8;¿Cuales son los requisitos para los aspirantes de Transferencia Interna?;Esta información la puedes ver en nuestra página web www.pascualbravo.edu.co  -  Aspirante -  Transferencia Interna en la parte inferior de la página.                                                                                                                                       Los requisitos son:                                                                                                                                                                                                                                                                                                                                                                                                              ? Haber cursado y aprobado como mínimo el primer nivel                                                                                                                                                                                                                                                                                                                                                    ? Anexar en PDF: Adjuntar al formulario de inscripción la Carta firmada, dirigida a la oficina de Admisiones y Registro, solicitando la transferencia de programa e indicando los motivos.;Ø
9;¿Cuales son los aspirantes que deben inscribirse como Transferencia Externa?;Esta información la puedes ver en nuestra página web www.pascualbravo.edu.co  -  Aspirante -  Transferencia Externa  en la parte inferior de la página.                                                                                                                                                                                                                                                                             El aspirante de Transferencia Externa :                                                                                                                                                                                                                                                                                                                                                                     ? Es aquel que estuvo o está matriculado en otra Institución de educación superior debidamente reconocida por el Ministerio de Educación Nacional en programas con registro vigente, en el momento que cursó las asignaturas y solicita ser admitido en uno de los programas académicos de la Institución.;Ø
10;¿Cuales son los requisitos para los aspirantes Transferencia Externa?;"Esta información la puedes ver en nuestra página web  www.pascualbravo.edu.co  -  Aspirante -  Transferencia Externa en la parte inferior de la página.                                                                                                                                       Los requisitos son:                                                                                                                                                                                                                                                                                                                                                                                                  ? Haber cursado y aprobado como mínimo el primer nivel.                                                                                                                                                                                                                                                                                                      Anexar en PDF:
? Pruebas ICFES Saber 11 (Ley 1324 del 13 de julio del 2009 artículo 7).
? Documento de identidad por ambos lados legibles en una sola hoja, (si es extranjero debe anexar visa o pasaporte).
? Última factura de los servicios públicos por ambos lados legibles, donde se visualice el estrato.
? Acta de grado o diploma de bachiller legible (si es extranjero debe estar apostillado).                                                                                                                                                                                                                                                                            ? Enviar el contenido programático en formato. Zip de las asignaturas que desee se le reconozcan al correo contenidosprogramaticos@pascualbravo.edu.co con todos sus datos básicos.                                                                                                                                                                      ? Adjuntar las calificaciones en papel membrete de la institución de procedencia, acreditando un promedio crédito general igual o superior a 3.5.                                                                                                                 Anexar en formato JPG:
? Foto reciente a color 3×4, fondo blanco tipo documento, resolución mínima de 200 dpi%p% el archivo debe estar marcado con el número de la cédula sin puntos, ni guiones o espacios. Por ejemplo: 50478351.jpg

";Ø
